company_name,sector,stage,Amount,location,description,ï»¿Company/Brand,Investor,Year
Credy,"Credit, Financial Services, FinTech, Lending",Seed,1400000.0,Bangalore,Credy is a fintech platform that connects borrowers seeking capital with lenders seeking market beating returns.,,Inflection Point Ventures,2018
iChamp,E-learning,Seed,5000000.0,Gurgaon,iChamp is an e education innovation product from RNM E-Services Pvt Ltd.,,Inflection Point Ventures,2018
Qandle,Software,Seed,1200000.0,Gurgaon,A cloud-based HR management and employee engagement platform.,,Inflection Point Ventures,2018
Avishkaar Box,"Children, Education, Parenting",Seed,730000.0,Delhi,"Avishkaar Box is just not another box full of material rather it is a well researched, thought through solution",,Inflection Point Ventures,2018
Gegadyne Energy,"Automotive, Battery, Energy, Energy Storage",Angel,3000000.0,Mumbai,A Mumbai-based startup Electric Vehicle (EV) & Energy Storage company.,,Inflection Point Ventures,2018
HyperXchange,"E-Commerce, Mobile, Sharing Economy",Series A,1000000.0,Pune,hyperXchange is India's fastest growing O2O marketplace for premium refurb gadgets,,Inflection Point Ventures,2018
Deftouch,—,Seed,3000000.0,Bangalore,Deftouch is a mobile game development company that currently focuses on winning the Cricket gaming market with a social multiplayer game.,,Inflection Point Ventures,2018
Doodhwala,"Food Delivery, Organic, Organic Food",Seed,2200000.0,Bangalore,Doodhwala is an online milk delivery startup that offers over 70 varieties of milk along with a plan based on clients' requirement.,,Inflection Point Ventures,2018
DronaHQ,Mobile,Angel,500000.0,Mumbai,DronaHQ is an enterprise mobile engagement platform.,,Inflection Point Ventures,2018
FastFox,Rental,Series A,1460000.0,Gurgaon,FastFox: Market Network for Home Rentals (India),,Inflection Point Ventures,2018
BuyForexOnline,Travel,Series A,2000000.0,Bangalore,BuyForexOnline.com is India's first completely online provider for buying Foreign Exchange.,,Inflection Point Ventures,2018
Colive.in,Consumer,Seed,1800000.0,Bangalore,A technology powered network of Branded Serviced Homes conveniently located near educational institutions & workplaces.,,Inflection Point Ventures,2018
Agricxlab Private Limited,"B2B, Farming, Marketplace",Seed,500000.0,Thane,Online marketplace where farmers and traders can sell their produce to B2B buyers,,Inflection Point Ventures,2018
Corefactors,—,Seed,3000000.0,Bangalore,"Corefactors is a leading campaign management, business communication and analytics company.",,Inflection Point Ventures,2018
Fincash.com,Wealth Management,Seed,150000.0,Mumbai,A startup in the personal finance space in India .,,Inflection Point Ventures,2018
Pandorum Technologies,Biotechnology,Series A,3600000.0,Bangalore,Bengaluru based biotech startup.,,Inflection Point Ventures,2018
Shirsa Labs,"Education, Gaming, Training",Seed,500000.0,Mumbai,Shirsa Labs is a cognitive skill assessment and training portal that provides children with fun educational games.,,Inflection Point Ventures,2018
PetSutra,Veterinary,Seed,138700.0,Gurgaon,Gurugram-based Online petcare platform.,,Inflection Point Ventures,2018
Awaaz De,"Internet, Mobile, Social Entrepreneurship, Telecommunications, Wireless",Angel,3000000.0,Ahmedabad,Awwaz.De develops inclusive mobile solutions that enable organizations to achieve last-mile connectivity for social impact.,,Inflection Point Ventures,2018
PinkBlue,"Health Care, Hospital, Supply Chain Management",Seed,300000.0,Bangalore,PinkBlue.in - Super-efficient supply-chain for clinical supplies,,Inflection Point Ventures,2018
Eduvanz,"Finance, Financial Services",Angel,500000.0,Mumbai,"Eduvanz is new, innovative finance company, which is completely revolutionizing the student loan market.",,Inflection Point Ventures,2018
Rupeek,"Financial Services, Lending",Series A,6830000.0,Bangalore,Rupeek is an asset backed online lending platform currently operating in the space of Gold loans.,,Inflection Point Ventures,2018
Backpacker Panda Holidays Private Limited,"Tourism, Travel",Series A,1400000.0,Pune,Backpacker Panda is creating an ecosystem for youth accommodation and travel.,,Inflection Point Ventures,2018
Shape (School Health and Physical Education),E-learning,Seed,200000.0,Pune,Physical education start up,,Inflection Point Ventures,2018
Placio,"Hospitality, Real Estate",Seed,2000000.0,Noida,Placio is a student housing and a complete broker-free platform.,,Inflection Point Ventures,2018
Aviom India Housing Finance,Finance,Series A,2190000.0,New Delhi,Delhi based housing finance company.,,Inflection Point Ventures,2018
GenRobotic,Market Research,Seed,3000000.0,Trivandrum,A Robotic Company.,,Inflection Point Ventures,2018
HeyHolidays,"Tourism, Travel",Seed,1000000.0,Bangalore,"HeyHolidays, a global player in online vacation rentals.",,Inflection Point Ventures,2018
Pratilipi,"Digital Media, EBooks, Publishing, Reading Apps",Series A,4300000.0,Bangalore,Amazon's Kindle Direct Publishing for Indian Languages,,Inflection Point Ventures,2018
SectorQube,"Consumer Electronics, Embedded Systems, Hardware, Smart Building, Software",Seed,3000000.0,Ernakulam,SectorQube develops smart kitchen devices that make food automatically.,,Inflection Point Ventures,2018
Food Memories,"Food and Beverage, Food Processing",Seed,3000000.0,Ahmedabad,Iconic Indian Delicacies from the most renowned vendors of India Delivered Globally.,,Inflection Point Ventures,2018
ZAMROO,"Internet, Marketplace, Shopping",Seed,3000000.0,India,Zamroo is a growing mobile marketplace that allows users to buy and sell locally.,,Inflection Point Ventures,2018
Silversparro Technologies Pvt. Ltd,"Analytics, Computer Vision, Enterprise Software, Machine Learning, Natural Language Processing, Speech Recognition",Seed,300000.0,Gurgaon,Silversparro is a deep learning technology solution provider.,,Inflection Point Ventures,2018
Creator’s Gurukul,Facilities Support Services,Angel,3000000.0,Gurgaon,A coworking space provider.,,Inflection Point Ventures,2018
Emflux Motors,"Automotive, Electric Vehicle, Energy",Seed,364846.0,Bangalore,Emflux Motors is committed to bring clean and sustainable energy into a state of universal acceptance through technological innovation.,,Inflection Point Ventures,2018
Tricog Health Services Pvt Ltd,"Health Care, Health Diagnostics, Predictive Analytics",Series A,4000000.0,Bangalore,Predictive Healthcare Analytics Company,,Inflection Point Ventures,2018
Scapic,"Cloud Computing, Computer, SaaS, Software",Seed,500000.0,Bangalore,Virtual/Augmented Reality Start Up .,,Inflection Point Ventures,2018
6Degree,"Fashion, Lifestyle, Retail",Seed,400000.0,Mumbai,A fashion enterprise that provides a launchpad to fashion talent and brands using a tech enabled platform,,Inflection Point Ventures,2018
Chrysalis (EZ Vidya),E-learning,Seed,3000000.0,Chennai,Chrysalis (EZ Vidya) is India’s leading educational research and innovation organization,,Inflection Point Ventures,2018
Ekincare,Medical,Series A,1500000.0,Hyderabad,EKincare empowers you to take charge of your health by enabling you to monitor critical medical info and make it available anywhere.,,Inflection Point Ventures,2018
Streo,Music Streaming,Seed,3000000.0,Gurgaon,"Live stream music from nightclubs, bars & festivals!",,Inflection Point Ventures,2018
Groww,"Finance, Impact Investing, Internet",Seed,120000.0,Kormangala,Groww offers a new way of investing money.,,Inflection Point Ventures,2018
Cell Propulsion,—,Seed,102200.0,Bangalore,Cell Propulsion is an electric mobility startup that designs autonomous electric vehicles.,,Inflection Point Ventures,2018
Chezuba,"Internet, Social Entrepreneurship",Angel,20440.0,Hyderabad,Chezuba is a web-based platform enabling skilled professionals to volunteer online with Non-profits worldwide,,Inflection Point Ventures,2018
Ontrack Technologies Pvt. Ltd,Retail,Seed,3000000.0,Bangalore,Ontrack provides affordable independent transport to those dependent on cabs and autos for commute by renting bikes on a monthly basis.,,Inflection Point Ventures,2018
Wealthtrust,"Finance, Impact Investing, Mobile Apps",Seed,500000.0,Mumbai,Wealthtrust offers a wealth manager application that enables its users to invest and manage their investments online.,,Inflection Point Ventures,2018
Faclon Labs,"Cloud Computing, Computer, Software",Seed,3000000.0,Mumbai,Faclon is an IoT and data analytics based tech startup building products to make cities and villages smart.,,Inflection Point Ventures,2018
Awign Enterprises,"Business Development, Market Research, Outsourcing",Seed,730000.0,Bangalore,Operations and manpower outsourcing startup,,Inflection Point Ventures,2018
CollPoll,E-learning,Seed,3000000.0,Bangalore,World-class Enterprise System for Education.,,Inflection Point Ventures,2018
Zyla Health,"Health Care, Hospitality",Seed,3000000.0,New Delhi,Zyla is transforming the way healthcare is delivered in India with specific focus on high-risk chronic patients.,,Inflection Point Ventures,2018
Hubhopper,"Internet, Social News, Sports",Series A,500000.0,Delhi,Get your daily dose of interest as summaries from news and magazine stories .,,Inflection Point Ventures,2018
Rubix108 Technologies,Information Technology,Seed,1000000.0,Pune,Rubix Total App makes it effortless for Institutes to send home important information and updates about the day’s learning experiences.,,Inflection Point Ventures,2018
Workflexi,HR,Seed,146000.0,Bangalore,"Be Smart, Work on Contract,Be Smart, Hire on Contract",,Inflection Point Ventures,2018
Streak,Finance,Seed,328500.0,Bangalore,Algorithmic trading platform.,,Inflection Point Ventures,2018
Kuants,Finance,Seed,73000.0,Gurgaon,Algorithmic trading platform.,,Inflection Point Ventures,2018
NiYO Solutions,"Finance, Financial Services, FinTech",Series A,13200000.0,Bangalore,NiYO is a fintech company that helps salaried employees access company benefits and other financial services.,,Inflection Point Ventures,2018
Hippo Video,"Customer Service, Software, Video, Video Streaming",Seed,3000000.0,Chennai,A video recording and sharing software.,,Inflection Point Ventures,2018
Satvacart,"E-Commerce, Food Processing",Seed,3000000.0,Gurgaon,Satvacart is a Gurgaon’s largest online supermarket,,Inflection Point Ventures,2018
Daaki,Health,Angel,3000000.0,Bangalore,Sports Nutrition startup,,Inflection Point Ventures,2018
Simulanis,Training,Seed,500000.0,New Delhi,A Delhi-based Augmented Reality and Virtual Reality technology development company.,,Inflection Point Ventures,2018
MY CHIRAAG CAB,Travel,Seed,1000000.0,Jaipur,MY CHIRAAG CAB SERVICES PVT LTD,,Inflection Point Ventures,2018
WOTU,Food and Beverage,Seed,3000000.0,Bangalore,It operates a business-to-business e-commerce portal for food and beverages.,,Inflection Point Ventures,2018
Flathalt,—,Angel,50000.0,Gurgaon,FInd your Customized Home here.,,Inflection Point Ventures,2018
True Elements,"Dietary Supplements, Food and Beverage, Health Care, Organic Food, Snack Food",Seed,730000.0,Pune,True elements offers a range of high-quality snacks and supplements that are inspired by natural foods consumed by our ancestors.,,Inflection Point Ventures,2018
Trendlyne Technologies,Finance,Seed,200000.0,Bangalore,Trendlyne Technologies is a stock market analytics platform and marketplace for retail investors.,,Inflection Point Ventures,2018
Planys Technologies,"Manufacturing, Oil and Gas, Robotics",Series A,2046920.0,Chennai,Planys Technologies is India’s first and only manufacturer of compact ROVs providing underwater robotic inspection and survey solutions.,,Inflection Point Ventures,2018
HealthPlix,"Fitness, Health Care, Wellness",Series A,3000000.0,Bangalore,HealthPlix is a healthtech startup,,Inflection Point Ventures,2018
dishq,—,Seed,400000.0,Bangalore,dishq leverages food science and machine learning (AI) to understand and predict people's tastes.,,Inflection Point Ventures,2018
Entropik Technology,"Artificial Intelligence, Computer, Machine Learning",Seed,1100000.0,Bangalore,The boundaries between Human and Machines are shrinking fast.,,Inflection Point Ventures,2018
myHQ,"Collaboration, Communities, Coworking, Sharing Economy",Series A,500000.0,Delhi,myHQ turns your everyday coffee space into a perfect work zone. Get an amazing work environment without paying any rent.,,Inflection Point Ventures,2018
Trell,—,Seed,1250000.0,Bangalore,Trell is a location based network which helps you in exploring amazing experiences and annotating places around you.,,Inflection Point Ventures,2018
Kidovators (by GyanLab),"Big Data, EdTech, Machine Learning",Seed,180000.0,Bangalore,Building future human capital through 21st Century Skills programs for K-12,,Inflection Point Ventures,2018
Log 9 Materials,Nanotechnology,Seed,438000.0,Uttar Pradesh,Log 9 Materials is a nano-materials manufacturing and RnD startup,,Inflection Point Ventures,2018
VTION,"Analytics, Audio, Digital Media, Innovation Management, Internet Radio, Media and Entertainment",Seed,280320.0,Gurgaon,VTION is a media technology innovation firm aiming to solve key problems in the media based ecosystem.,,Inflection Point Ventures,2018
HousingMan.com,—,Seed,1503800.0,Bangalore,"New Apartments, Flats for Sale in Bangalore",,Inflection Point Ventures,2018
Steradian Semiconductors,—,Seed,3000000.0,Bangalore,It is a fabless semiconductor company focused on CMOS millimeter wave products for Radar.,,Inflection Point Ventures,2018
